ID,MINORITY,UNINSURED,HOMELESS,MIGRANT,IMMUNIZATION,EHR_IMMUNIZATION,IMMUNIZATION_PRED,IMMUNIZATION_DIFF,Recalculated Predicted,A-P ,Quartile Rank,A-P (Model),Quartile Rank (Model),,,,,
030900,37.00970591,10.58029782,4.497904385,1.887756841,31.23543124,1,29.59094178,1.644489451,29.59094178,1.644489451,2,1.644489451,2,,,,,
030990,2.227396983,16.1407767,0.141585761,0.010113269,27.16049383,1,25.74903752,1.411456304,25.74903752,1.411456304,2,1.411456304,2,,,,,
031000,12.28733459,4.616344354,0.233936369,0,3.174603175,0,19.92324914,-16.74864596,19.92324914,-16.74864596,4,-16.74864596,4,,,,,
031040,3.523357086,4.034416826,0.133843212,0.095602294,21.42857143,0,19.08584534,2.342726093,19.08584534,2.342726093,2,2.342726093,2,,,,,
0310560,47.60302457,5.189483228,0.264732548,0,21.30384168,1,30.19607934,-8.892237661,30.19607934,-8.892237661,3,-8.892237661,3,,,,,
0310600,91.64940899,45.19844133,0.839948044,1.209409727,65.92689295,1,34.79289592,31.13399703,34.79289592,31.13399703,1,31.13399703,1,,,,,
031160,55.35898702,11.47406946,0.825416602,0.319264912,22.13114754,1,31.02993286,-8.898785323,31.02993286,-8.898785323,3,-8.898785323,3,,,,,
031220,2.14234706,3.961675579,0.080213904,0,7.723577236,1,25.7383749,-18.01479767,25.7383749,-18.01479767,4,-18.01479767,4,,,,,
031250,8.234106963,10.8395089,2.671164694,0.005530362,7.272727273,0,19.52707504,-12.25434777,19.52707504,-12.25434777,3,-12.25434777,3,,,,,
031270,89.43066516,24.15104591,0.027166531,0,0,0,27.48763633,-27.48763633,27.48763633,-27.48763633,4,-27.48763633,4,,,,,
0314560,72.06414086,36.62024279,2.934385939,2.234304014,44.44444444,1,33.10784821,11.33659623,33.10784821,11.33659623,1,11.33659623,1,,,,,
0315250,50.35581561,7.899941827,0.290866783,0.182276517,28.49002849,1,30.50787532,-2.017846832,30.50787532,-2.017846832,3,-2.017846832,3,,,,,
031600,4.532183145,3.444425836,0.401942723,0.016747613,8.571428571,0,19.16665472,-10.59522615,19.16665472,-10.59522615,3,-10.59522615,3,,,,,
031670,93.04887402,27.89077424,53.76446792,0,35.35353535,1,34.65232979,0.701205565,34.65232979,0.701205565,2,0.701205565,2,,,,,
031690,88.65209963,56.01922104,95.77642893,0.084302816,8.928571429,0,27.43065683,-18.5020854,27.43065683,-18.5020854,4,-18.5020854,4,,,,,
031700,10.3606217,8.856839991,0.072528453,0,7.407407407,0,19.73432286,-12.32691545,19.73432286,-12.32691545,3,-12.32691545,3,,,,,
031810,11.60763317,11.08272745,1.90607192,4.768454837,42.68292683,1,27.76178428,14.92114255,27.76178428,14.92114255,1,14.92114255,1,,,,,
031820,4.257430915,6.929395757,1.269969259,0.166305498,41.05263158,1,25.98397127,15.0686603,25.98397127,15.0686603,1,15.0686603,1,,,,,
0318380,2.492479587,5.415778252,10.59701493,0.12793177,12.19512195,0,18.99218718,-6.797065224,18.99218718,-6.797065224,3,-6.797065224,3,,,,,
0318390,95.4626159,15.30722015,0.968170601,0.006327912,35.26785714,1,34.89046579,0.377391356,34.89046579,0.377391356,2,0.377391356,2,,,,,
0318410,76.52702271,17.62652705,6.992437464,0.477021524,22.13114754,1,33.141827,-11.01067945,33.141827,-11.01067945,3,-11.01067945,3,,,,,
0318420,95.47876389,5.382475661,2.127955494,0.695410292,9.652509653,1,35.05032631,-25.39781666,35.05032631,-25.39781666,4,-25.39781666,4,,,,,
0321030,8.844995366,6.273830156,0.011554015,0,37.38317757,1,26.39561159,10.98756598,26.39561159,10.98756598,1,10.98756598,1,,,,,
032220,74.31862142,52.98927378,2.20678741,0.008791982,76.77725118,1,32.81773055,43.95952064,32.81773055,43.95952064,1,43.95952064,1,,,,,
0322290,12.16502509,2.436839604,0.338196044,0.153559285,32.96178344,1,26.75643275,6.205350692,26.75643275,6.205350692,2,6.205350692,2,,,,,
032230,57.97922568,2.472367656,0.610820244,0,14.28571429,0,24.40362551,-10.11791123,24.40362551,-10.11791123,3,-10.11791123,3,,,,,
032240,83.44860356,23.36674377,3.947571318,4.230274994,14.52513966,1,34.68262589,-20.15748623,34.68262589,-20.15748623,4,-20.15748623,4,,,,,
032300,4.522766629,5.222398729,0.198570294,0,30.48780488,1,25.97178996,4.516014914,25.97178996,4.516014914,2,4.516014914,2,,,,,
032560,72.72148445,15.88164251,0.845410628,0.336438923,25.47169811,1,32.73637933,-7.264681217,32.73637933,-7.264681217,3,-7.264681217,3,,,,,
032600,6.424358361,10.23700667,0.063061643,0.015765411,5.333333333,1,26.16187415,-20.82854082,26.16187415,-20.82854082,4,-20.82854082,4,,,,,
032700,25.0345145,8.966280654,0.771457766,4.85013624,32.97394429,1,29.09713578,3.876808514,29.09713578,3.876808514,2,3.876808514,2,,,,,
032750,44.47387941,13.33915438,0.641434664,1.252644659,43.12977099,1,30.17697023,12.95280076,30.17697023,12.95280076,1,12.95280076,1,,,,,
032900,95.41597772,28.50154318,0.799932814,6.092926578,51.11111111,1,36.28393922,14.82717189,36.28393922,14.82717189,1,14.82717189,1,,,,,
032960,84.88113844,31.09565345,0.301792352,2.186154356,34.34903047,1,34.35357556,-0.004545089,34.35357556,-0.004545089,2,-0.004545089,2,,,,,
033010,48.69032572,4.875447413,0.300083156,0.506164359,35.75667656,1,30.41895823,5.337718325,30.41895823,5.337718325,2,5.337718325,2,,,,,
033080,4.204801698,8.263221154,0.408653846,0.186298077,17.91044776,0,19.1734974,-1.26304964,19.1734974,-1.26304964,2,-1.26304964,2,,,,,
033090,9.861175145,3.074299635,0.96954933,0.116930572,35.96214511,1,26.52211247,9.440032637,26.52211247,9.440032637,2,9.440032637,2,,,,,
033100,0.773710483,6.91559512,0.684141114,0,5.405405405,0,18.79426611,-13.3888607,18.79426611,-13.3888607,4,-13.3888607,4,,,,,
033130,1.773511227,6.390134529,0.176169122,0.080076874,93.77289377,1,25.7206013,68.05229247,25.7206013,68.05229247,1,68.05229247,1,,,,,
033180,89.35348651,17.85979198,1.556035406,0.059340333,37.6941946,1,34.30360391,3.390590693,34.30360391,3.390590693,2,3.390590693,2,,,,,
033200,95.49736519,10.68457788,0.957707875,0.275679638,40.95427435,1,34.95574127,5.998533086,34.95574127,5.998533086,2,5.998533086,2,,,,,
033230,9.648452426,6.2784522,0.265553869,0.142261002,32.53012048,1,26.50707189,6.023048593,26.50707189,6.023048593,2,6.023048593,2,,,,,
033690,1.041494462,1.089648341,0.330196467,0.19811788,8.771929825,0,18.86603022,-10.09410039,18.86603022,-10.09410039,3,-10.09410039,3,,,,,
033770,94.14695721,26.01292498,0.18544535,1.517280135,21.60493827,1,35.10851173,-13.50357346,35.10851173,-13.50357346,4,-13.50357346,4,,,,,
033780,96.45462389,14.36975449,0,0,93.93939394,1,34.98628492,58.95310902,34.98628492,58.95310902,1,58.95310902,1,,,,,
033930,86.79079956,15.59550871,0.254873596,0.337535303,46.55172414,1,34.11621571,12.43550843,34.11621571,12.43550843,1,12.43550843,1,,,,,
034050,32.23430773,10.55414785,0.033050567,1.421174397,51.89873418,1,29.01551353,22.88322065,29.01551353,22.88322065,1,22.88322065,1,,,,,
034060,14.16661614,4.480911266,0.284770623,0,23.35766423,1,26.91742987,-3.559765635,26.91742987,-3.559765635,3,-3.559765635,3,,,,,
034100,81.97647059,8.132450331,4.362030905,0,20.40816327,0,26.75670582,-6.348542555,26.75670582,-6.348542555,3,-6.348542555,3,,,,,
034120,1.637403827,6.429414078,0,0,44.44444444,0,18.87895666,25.56548779,18.87895666,25.56548779,1,25.56548779,1,,,,,
034140,97.12883882,8.865365531,1.885544161,0.272907708,36.58536585,1,35.11508079,1.470285061,35.11508079,1.470285061,2,1.470285061,2,,,,,
034180,41.07526882,10.00236649,2.405932003,0.489074702,30.63063063,1,29.6683288,0.962301835,29.6683288,0.962301835,2,0.962301835,2,,,,,
034190,1.574855917,5.848616205,0.013337779,0,78.86178862,1,25.68272884,53.17905978,25.68272884,53.17905978,1,53.17905978,1,,,,,
034210,3.068267965,4.344879664,0.391116619,0.160706333,31.51750973,1,25.86608031,5.651429422,25.86608031,5.651429422,2,5.651429422,2,,,,,
034230,48.39362509,12.52319109,5.720470006,0.657081014,24.52830189,0,23.61462392,0.913677968,23.61462392,0.913677968,2,0.913677968,2,,,,,
036640,81.7749005,30.53256742,0.387011975,0.063284977,25.61403509,1,33.5613821,-7.947347008,33.5613821,-7.947347008,3,-7.947347008,3,,,,,
036670,94.21710933,8.68746638,5.688542227,0,33.33333333,1,34.76688258,-1.433549251,34.76688258,-1.433549251,2,-1.433549251,2,,,,,
036820,99.16296103,34.56267132,2.342387241,0,44.73684211,0,28.44194895,16.29489315,28.44194895,16.29489315,1,16.29489315,1,,,,,
037020,97.96635163,9.428591346,12.2902821,0.01742808,32.58426966,1,35.1385224,-2.554252735,35.1385224,-2.554252735,3,-2.554252735,3,,,,,
037030,96.11001872,21.80755746,0.303856642,0,68.85130374,1,34.95249422,33.89880952,34.95249422,33.89880952,1,33.89880952,1,,,,,
037150,86.64257265,17.63214095,0.63400961,3.984249867,14.66666667,1,34.93930444,-20.27263777,34.93930444,-20.27263777,4,-20.27263777,4,,,,,
037460,2.076222981,4.331053831,0.622479397,0.657548659,19.71830986,1,25.88292507,-6.164615215,25.88292507,-6.164615215,3,-6.164615215,3,,,,,
037480,71.18869292,26.13762486,8.612652608,3.951165372,7.8125,0,26.60644999,-18.79394999,26.60644999,-18.79394999,4,-18.79394999,4,,,,,
037920,2.942728952,9.64958159,0.666841004,0.078451883,21.05263158,0,19.02497178,2.027659794,19.02497178,2.027659794,2,2.027659794,2,,,,,
038440,14.70882059,2.405380757,0.444596443,0.156748746,33.05785124,1,27.00660044,6.0512508,27.00660044,6.0512508,2,6.0512508,2,,,,,
038800,3.087212413,3.915248864,0.507238719,0.116242206,15.26717557,1,25.85772485,-10.59054927,25.85772485,-10.59054927,3,-10.59054927,3,,,,,
039840,42.95703169,8.859658659,8.131318622,1.8806392,28.57142857,0,23.3625741,5.208854474,23.3625741,5.208854474,2,5.208854474,2,,,,,
03E00038,76.00962824,13.13155968,5.418598975,0,22.4137931,0,26.17161952,-3.757826417,26.17161952,-3.757826417,3,-3.757826417,3,,,,,
03E00049,91.0000559,26.527067,3.957932297,3.976712522,48.01512287,1,35.36485172,12.65027116,35.36485172,12.65027116,1,12.65027116,1,,,,,
03E00050,90.26066015,57.84001109,1.71218633,3.160959379,44.04145078,1,35.10497688,8.936473899,35.10497688,8.936473899,2,8.936473899,2,,,,,
03E00052,2.15381683,7.741330834,0.131208997,0,70.11494253,1,25.73949958,44.37544294,25.73949958,44.37544294,1,44.37544294,1,,,,,
03E00060,91.05763254,35.89640519,0.063167566,0,41.99084668,1,34.45707608,7.533770604,34.45707608,7.533770604,2,7.533770604,2,,,,,
03E00061,57.63542964,23.86034349,0.310976041,2.205102834,42.10526316,1,31.68631533,10.41894783,31.68631533,10.41894783,2,10.41894783,2,,,,,
03E00099,97.69810552,7.681289167,1.289167413,0.214861235,0,0,28.34766272,-28.34766272,28.34766272,-28.34766272,4,-28.34766272,4,,,,,
03E00360,94.20478829,35.395189,0.18327606,3.086237932,40,0,28.66465501,11.33534499,28.66465501,11.33534499,1,11.33534499,1,,,,,
03E00378,17.29952204,7.375599899,0.442030816,1.641828745,33.78378378,1,27.60174683,6.182036957,27.60174683,6.182036957,2,6.182036957,2,,,,,
03E00493,91.91679221,13.61763022,1.385231826,0.601030338,44.94382022,1,34.67937428,10.26444594,34.67937428,10.26444594,2,10.26444594,2,,,,,
03E00494,39.16517815,7.85485772,10.48156255,0.698770837,27.27272727,1,29.52919808,-2.256470806,29.52919808,-2.256470806,3,-2.256470806,3,,,,,
03E00495,88.14514311,48.18897638,6.366704162,42.51968504,74.69879518,1,43.93794472,30.76085046,43.93794472,30.76085046,1,30.76085046,1,,,,,
03E00504,91.54840744,28.25549251,2.546195257,0.378291867,20.89552239,0,27.78218508,-6.886662688,27.78218508,-6.886662688,3,-6.886662688,3,,,,,
03E00505,27.81146803,6.803505535,0.887915129,0.167204797,29.78723404,1,28.29379884,1.4934352,28.29379884,1.4934352,2,1.4934352,2,,,,,
03E01047,74.11636759,16.3058615,8.089631599,14.95125965,45.63758389,1,36.23007236,9.407511532,36.23007236,9.407511532,2,9.407511532,2,,,,,
03E01054,3.973005334,3.356643357,0.150618612,0.408821947,6.666666667,1,26.01178579,-19.34511913,26.01178579,-19.34511913,4,-19.34511913,4,,,,,
03E01182,33.8825611,5.363489499,2.886375875,0.258481422,11.11111111,1,28.91007314,-17.79896203,28.91007314,-17.79896203,4,-17.79896203,4,,,,,
040130,85.81978922,16.43332629,0.747569738,0,21.66172107,1,33.9434727,-12.28175163,33.9434727,-12.28175163,3,-12.28175163,3,,,,,
040210,71.81100579,16.73311953,1.227933316,5.478027217,25.90163934,1,33.82808591,-7.926446566,33.82808591,-7.926446566,3,-7.926446566,3,,,,,
040250,33.81073965,14.55244158,1.463395699,0.458038972,4.467353952,1,28.94886749,-24.48151354,28.94886749,-24.48151354,4,-24.48151354,4,,,,,
040310,93.17994859,49.57471788,1.22193737,0.074274624,47.37793852,1,34.6822428,12.69569572,34.6822428,12.69569572,1,12.69569572,1,,,,,
040320,91.66774653,48.14770679,9.443939642,2.298422534,67.54385965,1,35.0448322,32.49902745,35.0448322,32.49902745,1,32.49902745,1,,,,,
040330,97.79318746,64.77522247,0.75118456,0.147925575,67.63157895,1,35.15151687,32.48006207,35.15151687,32.48006207,1,32.48006207,1,,,,,
040340,43.4448152,14.98555426,5.823914035,3.401084698,4.098360656,1,30.56954479,-26.47118413,30.56954479,-26.47118413,4,-26.47118413,4,,,,,
040370,79.8018418,19.81753475,1.429442183,18.37432903,27.06953642,1,37.57382241,-10.50428599,37.57382241,-10.50428599,3,-10.50428599,3,,,,,
040380,44.44113897,18.67005576,0.426369301,1.393899639,5.93220339,1,30.20620505,-24.27400166,30.20620505,-24.27400166,4,-24.27400166,4,,,,,
040390,41.3334476,26.03637091,0.196689614,0.178354141,29.30693069,1,29.62227463,-0.315343941,29.62227463,-0.315343941,2,-0.315343941,2,,,,,
040400,92.70168347,26.18578221,0.577525223,0.642467819,11.42857143,0,27.95595028,-16.52737885,27.95595028,-16.52737885,4,-16.52737885,4,,,,,
040410,98.00526219,12.16383217,0.441358206,0,14.72172352,1,35.13833472,-20.4166112,35.13833472,-20.4166112,4,-20.4166112,4,,,,,
040490,85.21256193,38.08922227,3.29648638,5.345440189,14.81481481,1,35.11173825,-20.29692344,35.11173825,-20.29692344,4,-20.29692344,4,,,,,
040570,76.66231262,29.89639556,1.402072089,0,96,1,33.04552471,62.95447529,33.04552471,62.95447529,1,62.95447529,1,,,,,
040600,2.143233479,3.781685916,2.917354132,0.157492125,13.1826742,1,25.77463659,-12.5919624,25.77463659,-12.5919624,3,-12.5919624,3,,,,,
040650,76.17677523,29.19764732,0.876706248,0,73.4939759,1,32.99791473,40.49606118,32.99791473,40.49606118,1,40.49606118,1,,,,,
040670,1.247269396,8.141910936,0.052846674,0,19.52662722,1,25.65060693,-6.123979707,25.65060693,-6.123979707,3,-6.123979707,3,,,,,
040750,94.01557785,29.44482085,10.01554342,0.22717309,47.08333333,1,34.79930113,12.2840322,34.79930113,12.2840322,1,12.2840322,1,,,,,
040760,95.9318549,37.8287796,1.355191257,0.597449909,0,0,28.26234856,-28.26234856,28.26234856,-28.26234856,4,-28.26234856,4,,,,,
040780,91.37851544,20.81330869,1.885397412,0.554528651,37.32394366,1,34.61591178,2.708031883,34.61591178,2.708031883,2,2.708031883,2,,,,,
040890,78.26106979,54.87627365,0.687493002,5.336468481,55.26315789,1,34.42804013,20.83511776,34.42804013,20.83511776,1,20.83511776,1,,,,,
040900,66.60989643,45.30783291,0.285319424,7.262270964,42.5,0,26.9180067,15.5819933,26.9180067,15.5819933,1,15.5819933,1,,,,,
040910,92.68526834,51.12600945,1.343897608,0,43.80952381,1,34.61667597,9.192847837,34.61667597,9.192847837,2,9.192847837,2,,,,,
040940,24.66390448,24.88222839,1.52159283,3.945964578,43.125,1,28.85311362,14.27188638,28.85311362,14.27188638,1,14.27188638,1,,,,,
041000,85.62756876,31.98246364,5.095166809,0.582763045,14.97326203,1,34.05848063,-19.0852186,34.05848063,-19.0852186,4,-19.0852186,4,,,,,
041020,91.78251927,86.82330644,0.140927204,37.75391194,35.16483516,1,43.1999495,-8.035114336,43.1999495,-8.035114336,3,-8.035114336,3,,,,,
041110,81.53188892,35.24473309,5.058345214,2.581973705,30.52631579,1,34.11607742,-3.589761629,34.11607742,-3.589761629,3,-3.589761629,3,,,,,
041180,73.69274422,24.14152528,3.045920435,2.524755342,0.900900901,1,33.3342575,-32.4333566,33.3342575,-32.4333566,4,-32.4333566,4,,,,,
041190,81.42054303,26.77097204,0.153129161,1.584553928,49.19786096,1,33.87605933,15.32180164,33.87605933,15.32180164,1,15.32180164,1,,,,,
041260,73.815621,26.1090073,0.527454693,0,24.3902439,0,25.95648336,-1.566239453,25.95648336,-1.566239453,2,-1.566239453,2,,,,,
0412790,3.797468354,25.98845599,8.225108225,0.584415584,14.52991453,1,26.03490585,-11.50499132,26.03490585,-11.50499132,3,-11.50499132,3,,,,,
0412810,83.91417476,37.22954028,1.316369536,0.032622688,31.54311649,1,33.76410845,-2.220991958,33.76410845,-2.220991958,3,-2.220991958,3,,,,,
0412940,83.33068993,34.05147859,11.82350199,0.937386711,34.5,1,33.91471169,0.585288308,33.91471169,0.585288308,2,0.585288308,2,,,,,
0413090,36.05764126,16.61239225,8.549325868,6.754586311,42.36453202,1,30.61546053,11.74907149,30.61546053,11.74907149,1,11.74907149,1,,,,,
0413190,54.42241629,20.59683587,3.291594811,4.611231911,26.86915888,1,31.92392924,-5.05477036,31.92392924,-5.05477036,3,-5.05477036,3,,,,,
0413490,32.33105091,40.20933275,2.500363425,0.34888792,30.64516129,0,21.96879815,8.676363141,21.96879815,8.676363141,2,8.676363141,2,,,,,
0413510,59.23534235,54.05201089,16.35167826,0.022679165,42.62295082,0,24.53200486,18.09094596,24.53200486,18.09094596,1,18.09094596,1,,,,,
0413580,81.49517685,60.58814837,11.53391459,0.10344318,4.081632653,0,26.73327208,-22.65163943,26.73327208,-22.65163943,4,-22.65163943,4,,,,,
041370,6.678417548,27.00617284,1.697530864,0.154320988,15.38461538,0,19.40870604,-4.024090658,19.40870604,-4.024090658,3,-4.024090658,3,,,,,
041410,96.51302825,21.70441584,4.49731139,0,6.382978723,1,34.99201183,-28.6090331,34.99201183,-28.6090331,4,-28.6090331,4,,,,,
041420,81.84684685,59.20303605,1.227071474,0.695762176,24.64788732,1,33.71371221,-9.065824886,33.71371221,-9.065824886,3,-9.065824886,3,,,,,
041440,1.025641026,14.78320246,0.264595425,0,17.24137931,1,25.62887487,-8.387495564,25.62887487,-8.387495564,3,-8.387495564,3,,,,,
0415310,86.83585211,30.50786192,0.415687692,0,11.76470588,0,27.23319864,-15.46849276,27.23319864,-15.46849276,4,-15.46849276,4,,,,,
0416080,59.19841971,10.60021602,0.046289153,0.658334619,9.937888199,1,31.48429511,-21.54640691,31.48429511,-21.54640691,4,-21.54640691,4,,,,,
041660,79.82631821,26.67094086,3.766629268,3.559865363,26.44757433,1,34.17344998,-7.725875648,34.17344998,-7.725875648,3,-7.725875648,3,,,,,
041680,76.31967442,15.96963732,0.403406544,0.886714868,48.87661142,1,33.21559872,15.6610127,33.21559872,15.6610127,1,15.6610127,1,,,,,
041700,84.19745774,13.67247538,0.889706678,16.90226215,37.49103943,1,37.66671726,-0.175677837,37.66671726,-0.175677837,2,-0.175677837,2,,,,,
0417140,91.77940177,35.9319097,1.609202779,0.243867221,13.3938706,1,34.58386457,-21.18999397,34.58386457,-21.18999397,4,-21.18999397,4,,,,,
041720,81.26553527,27.58918297,0.250698668,0.067811935,10.50420168,1,33.51247545,-23.00827377,33.51247545,-23.00827377,4,-23.00827377,4,,,,,
041750,77.47700268,33.70656064,0.326043738,7.161829026,47.38124239,1,34.77042922,12.61081317,34.77042922,12.61081317,1,12.61081317,1,,,,,
041780,21.6374269,57.53017421,0.321065462,3.317676437,17.74193548,0,21.60212999,-3.860194507,21.60212999,-3.860194507,3,-3.860194507,3,,,,,
041960,83.72564935,61.70886076,14.35917722,0.079113924,22.85714286,0,26.94639565,-4.089252789,26.94639565,-4.089252789,3,-4.089252789,3,,,,,
042010,89.73228548,53.05686459,50.7068803,0,50.84033613,1,34.32711749,16.51321865,34.32711749,16.51321865,1,16.51321865,1,,,,,
0420630,64.65999411,52.72949484,32.55024443,0,73.33333333,1,31.86862214,41.4647112,31.86862214,41.4647112,1,41.4647112,1,,,,,
042070,87.83763162,17.6086296,0,0.106350653,9.677419355,1,34.16576276,-24.4883434,34.16576276,-24.4883434,4,-24.4883434,4,,,,,
0421000,61.5897721,23.37457226,4.659120821,2.379573572,12.64367816,1,32.11413803,-19.47045987,32.11413803,-19.47045987,4,-19.47045987,4,,,,,
042110,19.72585956,32.14850516,1.310339634,0.466902628,26.88679245,1,27.56979261,-0.683000159,27.56979261,-0.683000159,2,-0.683000159,2,,,,,
0421240,61.3451378,11.86333661,0.406903325,2.616809317,35.30434783,1,32.1446414,3.15970643,32.1446414,3.15970643,2,3.15970643,2,,,,,
042160,3.10686241,12.37246268,0.053699925,0,11.57024793,1,25.83295168,-14.26270375,25.83295168,-14.26270375,4,-14.26270375,4,,,,,
0421720,49.96347699,15.82288401,0.705329154,0.203761755,17.30769231,0,23.66443366,-6.356741357,23.66443366,-6.356741357,3,-6.356741357,3,,,,,
0423590,70.46469324,17.76707436,0.248944691,0.481653859,30,1,32.5484416,-2.548441597,32.5484416,-2.548441597,3,-2.548441597,3,,,,,
0423770,54.99425947,19.70953233,1.056738742,3.099766976,15.06024096,1,31.63282976,-16.57258879,31.63282976,-16.57258879,4,-16.57258879,4,,,,,
042430,45.41934398,42.28471194,11.62911802,0.430302034,24.7706422,1,30.08079295,-5.310150751,30.08079295,-5.310150751,3,-5.310150751,3,,,,,
042440,64.91289635,37.49755621,0.168621701,0,36.94029851,1,31.89342079,5.046877721,31.89342079,5.046877721,2,5.046877721,2,,,,,
042450,79.44923962,52.76574558,9.370176749,1.687826736,32.61802575,1,33.70648167,-1.088455916,33.70648167,-1.088455916,2,-1.088455916,2,,,,,
042600,74.38877756,27.90536527,2.85092061,1.663037022,41.59292035,1,33.20457762,8.388342732,33.20457762,8.388342732,2,8.388342732,2,,,,,
042610,67.73808169,50.5898831,16.25276087,0.624898993,13.55932203,0,25.50407719,-11.94475516,25.50407719,-11.94475516,3,-11.94475516,3,,,,,
042710,28.15983882,24.67635403,3.342917088,1.945761131,34.03041825,1,28.73647999,5.293938262,28.73647999,5.293938262,2,5.293938262,2,,,,,
042720,46.60766962,27.19000243,0,0,12,1,30.09847854,-18.09847854,30.09847854,-18.09847854,4,-18.09847854,4,,,,,
042780,57.38348324,17.25649981,0.252231277,2.025611176,21.72073343,1,31.6203825,-9.899649072,31.6203825,-9.899649072,3,-9.899649072,3,,,,,
0429000,86.94219826,18.23617339,0,0.926756353,2,0,27.45649562,-25.45649562,27.45649562,-25.45649562,4,-25.45649562,4,,,,,
043270,80.72643979,19.16886904,1.529208056,1.968468058,33.50327749,1,33.89618038,-0.392902887,33.89618038,-0.392902887,2,-0.392902887,2,,,,,
043340,49.02554823,13.96104139,0.000748341,0.000748341,12.73772667,1,30.33573859,-17.59801192,30.33573859,-17.59801192,4,-17.59801192,4,,,,,
0438180,92.8454593,13.94895139,4.831734677,0,36.86635945,1,34.6323837,2.233975747,34.6323837,2.233975747,2,2.233975747,2,,,,,
0438230,48.21792261,20.08525121,7.837824442,0.028086639,11.06557377,1,30.26282524,-19.19725147,30.26282524,-19.19725147,4,-19.19725147,4,,,,,
0438280,2.064038105,15.44040774,0.790642969,0.137219028,19.91869919,1,25.76221441,-5.843515225,25.76221441,-5.843515225,3,-5.843515225,3,,,,,
0438590,66.25106166,8.111172298,0.035632147,0.291535746,12.37113402,1,32.09159988,-19.72046586,32.09159988,-19.72046586,4,-19.72046586,4,,,,,
044090,37.44446989,17.86936967,3.846412029,0,37.36396614,1,29.19996936,8.163996779,29.19996936,8.163996779,2,8.163996779,2,,,,,
044110,72.14827715,65.39254992,16.65953057,0.716204118,23.8372093,1,32.76740201,-8.930192709,32.76740201,-8.930192709,3,-8.930192709,3,,,,,
044120,47.74896452,51.24707365,2.485143166,4.20493427,0,0,24.3663265,-24.3663265,24.3663265,-24.3663265,4,-24.3663265,4,,,,,
044130,89.83160505,57.96801934,3.635917824,0.14011244,68.03278689,1,34.36903919,33.6637477,34.36903919,33.6637477,1,33.6637477,1,,,,,
044150,79.74365832,21.61216142,3.335436212,0.077331651,28.59304085,1,33.36543248,-4.772391635,33.36543248,-4.772391635,3,-4.772391635,3,,,,,
0442450,32.62048128,34.59028133,0.374424552,2.011253197,0,1,29.18891699,-29.18891699,29.18891699,-29.18891699,4,-29.18891699,4,,,,,
0442510,6.98559594,13.76315596,8.162213881,0,32.89473684,1,26.21328582,6.681451024,26.21328582,6.681451024,2,6.681451024,2,,,,,
044310,58.29710916,17.54901088,3.147373728,1.815108106,39.61716937,1,31.66161825,7.95555112,31.66161825,7.95555112,2,7.95555112,2,,,,,
0443690,66.1893531,17.71085342,0.083423709,0.55893885,33.92857143,0,25.33706409,8.591507341,25.33706409,8.591507341,2,8.591507341,2,,,,,
0445230,76.30328669,53.34174023,1.904161412,0.693568726,23.80952381,0,26.35972217,-2.550198359,26.35972217,-2.550198359,3,-2.550198359,3,,,,,
044700,41.44313305,26.67190501,5.919329492,0.768290554,34.39153439,1,29.768534,4.623000391,29.768534,4.623000391,2,4.623000391,2,,,,,
044710,74.7221693,29.74284478,5.971440935,0.618161587,10,1,32.99726863,-22.99726863,32.99726863,-22.99726863,4,-22.99726863,4,,,,,
044790,12.40360737,23.17739403,0.514913658,0.332810047,21.79487179,1,26.82099981,-5.026128012,26.82099981,-5.026128012,3,-5.026128012,3,,,,,
044820,12.58402275,9.804290553,2.08568561,0.304227826,27.22222222,1,26.83212554,0.39009668,26.83212554,0.39009668,2,0.39009668,2,,,,,
0448640,60.98197638,10.74727617,0.071056371,2.717906206,44.05940594,1,32.13225235,11.92715359,32.13225235,11.92715359,1,11.92715359,1,,,,,
044920,40.35994298,9.559333796,0,0.086745316,15,0,22.69586914,-7.695869139,22.69586914,-7.695869139,3,-7.695869139,3,,,,,
045050,55.24157692,20.96464785,0.721658902,0.45674614,33.33333333,0,24.24009309,9.093240242,24.24009309,9.093240242,2,9.093240242,2,,,,,
0450710,80.80328906,33.71771218,1.045510455,2.21402214,55.66037736,1,33.96011789,21.70025947,33.96011789,21.70025947,1,21.70025947,1,,,,,
045190,59.31209172,46.93903689,7.415471311,0.358606557,23.85321101,1,31.42659605,-7.573385038,31.42659605,-7.573385038,3,-7.573385038,3,,,,,
0452070,9.760971726,4.88492891,1.807772512,0.000758294,27.56240042,1,26.48560299,1.076797437,26.48560299,1.076797437,2,1.076797437,2,,,,,
0452150,63.52308777,16.51513845,1.036832571,0.338135082,24.37810945,1,31.83480846,-7.45669901,31.83480846,-7.45669901,3,-7.45669901,3,,,,,
045220,67.61714727,23.441599,0.793254216,3.048094941,29.29292929,1,32.85871436,-3.565785064,32.85871436,-3.565785064,3,-3.565785064,3,,,,,
045230,60.75162245,15.79382653,0.170744071,5.893338313,12.62626263,1,32.83903792,-20.21277529,32.83903792,-20.21277529,4,-20.21277529,4,,,,,
045240,68.39047066,39.41390914,5.159842961,0.014021312,29.34782609,1,32.23763934,-2.889813253,32.23763934,-2.889813253,3,-2.889813253,3,,,,,
